scientific_name,datetime,description,place_guess,latitude,longitude,tag_list,common_name,url,image_url,user_login,id,species_guess,iconic_taxon_name,taxon_id,num_identification_agreements,num_identification_disagreements,observed_on_string,observed_on,time_observed_at,time_zone,positional_accuracy,public_positional_accuracy,geoprivacy,taxon_geoprivacy,coordinates_obscured,positioning_method,positioning_device,user_id,user_name,created_at,updated_at,quality_grade,license,sound_url,oauth_application_id,captive_cultivated
Koompassia excelsa,2016-06-27 17:45:00 +0800,"",Malaysia,4.3055556344,115.5208368373,"",,https://www.inaturalist.org/observations/115680597,https://static.inaturalist.org/photos/195242974/medium.jpg,cclborneo,115680597,Koompassia excelsa,Plantae,348093,0,0,2016/06/27 5:45 PM,2016-06-27,2016-06-27 09:45:00 UTC,Asia/Kuching,,31407,,obscured,true,,,1829749,Chien Lee,2022-05-06 04:18:24 UTC,2022-05-06 04:19:35 UTC,needs_id,,,,false
Koompassia excelsa,2022-05-22 09:44:27 +0800,,"Selangor, MY",3.3242007893,101.6062386577,"",,https://www.inaturalist.org/observations/118610650,https://static.inaturalist.org/photos/200422118/medium.jpeg,kimhockdf,118610650,Koompassia excelsa,Plantae,348093,0,0,2022-05-22 09:44:27,2022-05-22,2022-05-22 01:44:27 UTC,Kuala Lumpur,,31425,,obscured,true,gps,gps,2159957,Tan Kim Hock,2022-05-25 04:32:10 UTC,2022-05-25 04:32:32 UTC,needs_id,,,2,false
Koompassia excelsa,2022-05-22 09:44:34 +0800,,"Selangor, MY",3.3288033078,101.6689306572,"",,https://www.inaturalist.org/observations/118614817,https://static.inaturalist.org/photos/200430490/medium.jpeg,kimhockdf,118614817,Koompassia excelsa,Plantae,348093,0,0,2022-05-22 09:44:34,2022-05-22,2022-05-22 01:44:34 UTC,Kuala Lumpur,,31425,,obscured,true,gps,gps,2159957,Tan Kim Hock,2022-05-25 05:44:25 UTC,2022-05-25 05:44:47 UTC,needs_id,,,2,false
Koompassia excelsa,2022-07-17 06:56:00 +0800,,"Kinabatangan, MY-SA, MY",5.2667609604,118.750219893,"",,https://www.inaturalist.org/observations/128154908,https://inaturalist-open-data.s3.amazonaws.com/photos/217646705/medium.jpeg,samuel_lee,128154908,Koompassia excelsa,Plantae,348093,1,0,2022/07/17 6:56 AM,2022-07-17,2022-07-16 22:56:00 UTC,Asia/Kuching,4,31384,,obscured,true,,,4022718,Samuel Lee,2022-07-27 15:39:16 UTC,2024-11-02 16:38:24 UTC,research,CC-BY,,,false
Koompassia excelsa,2022-08-20 09:58:26 +0800,,"Sarawak, MY",1.378949605,110.281195926,"",,https://www.inaturalist.org/observations/131996415,https://inaturalist-open-data.s3.amazonaws.com/photos/224716532/medium.jpeg,calebcatto,131996415,Koompassia excelsa,Plantae,348093,0,0,2022-08-20 09:58:26,2022-08-20,2022-08-20 01:58:26 UTC,Asia/Kuching,,31447,,obscured,true,gps,gps,1781642,Caleb Catto,2022-08-23 11:51:24 UTC,2022-08-23 11:51:42 UTC,needs_id,CC-BY,,2,false
Koompassia excelsa,2022-09-09 07:14:23 +0800,,"Sandakan, MY-SA, MY",5.8171731987,117.8475542167,"",,https://www.inaturalist.org/observations/135766146,https://static.inaturalist.org/photos/231613571/medium.jpeg,magdalena_jedro,135766146,Koompassia excelsa,Plantae,348093,1,0,2022-09-09 07:14:23,2022-09-09,2022-09-08 23:14:23 UTC,Asia/Kuching,,31368,,obscured,true,gps,gps,2896749,Magdalena Jędro,2022-09-20 09:38:21 UTC,2025-07-15 19:30:53 UTC,research,CC-BY-NC,,2,false
Koompassia excelsa,2018-03-01 15:58:00 +0800,,"Pahang, MY",3.7219970676,102.4154743312,"",,https://www.inaturalist.org/observations/144728063,https://inaturalist-open-data.s3.amazonaws.com/photos/248464891/medium.jpg,chinotto_chena,144728063,Koompassia excelsa,Plantae,348093,0,0,2018/03/01 3:58 PM,2018-03-01,2018-03-01 07:58:00 UTC,Kuala Lumpur,1749,31418,,obscured,true,,,6387690,"",2022-12-20 13:13:32 UTC,2022-12-28 04:08:19 UTC,needs_id,CC-BY-NC,,,false
Koompassia excelsa,2014-07-11 17:30:00 +0800,Mast year fruiting,"Tongod, MY-SA, MY",4.9264267685,116.8148500211,"",,https://www.inaturalist.org/observations/146344674,https://inaturalist-open-data.s3.amazonaws.com/photos/251580024/medium.jpeg,regray,146344674,Koompassia excelsa,Plantae,348093,0,0,2014/07/11 5:30 PM,2014-07-11,2014-07-11 09:30:00 UTC,Asia/Kuching,211,31394,,obscured,true,,,4766419,Ryan E. Gray,2023-01-11 17:15:16 UTC,2023-01-11 17:15:46 UTC,needs_id,CC-BY-NC,,,false
Koompassia excelsa,2014-02-07 16:55:00 +0800,Neolamarckia cadamba to the right,"Tongod, MY-SA, MY",4.9958068056,116.8333856795,"",,https://www.inaturalist.org/observations/146346530,https://inaturalist-open-data.s3.amazonaws.com/photos/251583020/medium.jpeg,regray,146346530,Koompassia excelsa,Plantae,348093,0,0,2014/02/07 4:55 PM,2014-02-07,2014-02-07 08:55:00 UTC,Asia/Kuching,211,31394,,obscured,true,,,4766419,Ryan E. Gray,2023-01-11 17:43:20 UTC,2023-01-11 17:43:58 UTC,needs_id,CC-BY-NC,,,false
Koompassia excelsa,2014-05-08 07:45:00 +0800,Large remnant tree in oil palm plantation,"Sabah, MY",4.7860103932,117.6089273912,"",,https://www.inaturalist.org/observations/146403024,https://inaturalist-open-data.s3.amazonaws.com/photos/251695053/medium.jpeg,regray,146403024,Koompassia excelsa,Plantae,348093,0,0,2014/05/08 7:45 AM,2014-05-08,2014-05-07 23:45:00 UTC,Asia/Kuching,977,31398,,obscured,true,,,4766419,Ryan E. Gray,2023-01-12 15:10:18 UTC,2024-11-02 17:48:51 UTC,needs_id,CC-BY-NC,,,false
